fingerprint_id,n_nodes,n_parameters,attention_variant,norm_type,payload,first_seen_at
05fdb8dad7edb566,561,22565376,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":101},""hidden_size"":null,""input_shapes"":{""attention_mask"":[""batch"",""sequence""],""input_ids"":[""batch"",""sequence""],""token_type_ids"":[""batch"",""sequence""]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":101,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":561,""n_parameters"":22565376,""norm_type"":""layernorm"",""op_histogram"":{""Add"":63,""And"":2,""Cast"":6,""Concat"":26,""Constant"":182,""ConstantOfShape"":2,""Div"":6,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":19,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":48,""Mul"":26,""Range"":3,""Reshape"":27,""Shape"":17,""Slice"":1,""Softmax"":6,""Transpose"":24,""Unsqueeze"":61,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[""batch"",""LayerNormalizationlast_hidden_state_dim_1"",384]}}",2026-08-08 15:32:00.309092-04
8113a4c5aafef316,340,22565376,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float16"":101},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128],""token_type_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":101,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":340,""n_parameters"":22565376,""norm_type"":""layernorm"",""op_histogram"":{""Add"":63,""And"":2,""Cast"":4,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""Div"":6,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":5,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":48,""Mul"":26,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,384]}}",2026-08-08 15:32:00.310086-04
936d360d510f2b8a,474,22565454,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":101,""int8"":72,""uint8"":6},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128],""token_type_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":179,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":474,""n_parameters"":22565454,""norm_type"":""layernorm"",""op_histogram"":{""Add"":63,""And"":2,""Cast"":39,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""DequantizeLinear"":3,""Div"":6,""DynamicQuantizeLinear"":24,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":5,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":12,""MatMulInteger"":36,""Mul"":98,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,384]}}",2026-08-08 15:32:00.311079-04
33b5bf9d4caf8349,474,22606854,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":101,""int8"":72,""uint8"":6},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128],""token_type_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":179,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":474,""n_parameters"":22606854,""norm_type"":""layernorm"",""op_histogram"":{""Add"":63,""And"":2,""Cast"":39,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""DequantizeLinear"":3,""Div"":6,""DynamicQuantizeLinear"":24,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":5,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":12,""MatMulInteger"":36,""Mul"":98,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,384]}}",2026-08-08 15:32:00.31212-04
a3df83914afcd71a,337,66362880,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":100},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":100,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":337,""n_parameters"":66362880,""norm_type"":""layernorm"",""op_histogram"":{""Add"":62,""And"":2,""Cast"":3,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""Div"":6,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":4,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":48,""Mul"":26,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,768]}}",2026-08-08 15:32:00.313107-04
dfdae082307d2eb9,559,66362880,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":100},""hidden_size"":null,""input_shapes"":{""attention_mask"":[""batch"",""sequence""],""input_ids"":[""batch"",""sequence""]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":100,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":559,""n_parameters"":66362880,""norm_type"":""layernorm"",""op_histogram"":{""Add"":62,""And"":2,""Cast"":6,""Concat"":26,""Constant"":182,""ConstantOfShape"":2,""Div"":6,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":18,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":48,""Mul"":26,""Range"":3,""Reshape"":27,""Shape"":17,""Slice"":1,""Softmax"":6,""Transpose"":24,""Unsqueeze"":61,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[""batch"",""LayerNormalizationlast_hidden_state_dim_1"",768]}}",2026-08-08 15:32:00.314091-04
1fb0ce44ce670681,338,66362880,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float16"":100},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":100,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":338,""n_parameters"":66362880,""norm_type"":""layernorm"",""op_histogram"":{""Add"":62,""And"":2,""Cast"":4,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""Div"":6,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":4,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":48,""Mul"":26,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,768]}}",2026-08-08 15:32:00.315074-04
6afc5556c45c9d3e,471,66362956,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":100,""int8"":72,""uint8"":4},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":176,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":471,""n_parameters"":66362956,""norm_type"":""layernorm"",""op_histogram"":{""Add"":62,""And"":2,""Cast"":39,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""DequantizeLinear"":2,""Div"":6,""DynamicQuantizeLinear"":24,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":4,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":12,""MatMulInteger"":36,""Mul"":98,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,768]}}",2026-08-08 15:32:00.316075-04
683949890ff8af07,471,66445828,mha,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""mha"",""dtype_histogram"":{""float"":100,""int8"":72,""uint8"":4},""hidden_size"":null,""input_shapes"":{""attention_mask"":[1,128],""input_ids"":[1,128]},""kv_cache_layout"":null,""n_heads"":12,""n_initializers"":176,""n_kv_heads"":12,""n_layers"":6,""n_nodes"":471,""n_parameters"":66445828,""norm_type"":""layernorm"",""op_histogram"":{""Add"":62,""And"":2,""Cast"":39,""Concat"":1,""Constant"":83,""ConstantOfShape"":2,""DequantizeLinear"":2,""Div"":6,""DynamicQuantizeLinear"":24,""Equal"":1,""Erf"":6,""Expand"":1,""Flatten"":1,""Gather"":4,""GreaterOrEqual"":1,""IsNaN"":6,""LayerNormalization"":13,""MatMul"":12,""MatMulInteger"":36,""Mul"":98,""Reshape"":26,""Shape"":2,""Softmax"":6,""Transpose"":24,""Where"":13},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,128,768]}}",2026-08-08 15:32:00.317084-04
ccda04792df66adc,1054,3489097,none,unknown,"{""activation_fns"":[],""attention_variant"":""none"",""dtype_histogram"":{""float"":106},""hidden_size"":null,""input_shapes"":{""pixel_values"":[1,3,224,224]},""kv_cache_layout"":null,""n_heads"":null,""n_initializers"":106,""n_kv_heads"":null,""n_layers"":null,""n_nodes"":1054,""n_parameters"":3489097,""norm_type"":""unknown"",""op_histogram"":{""Add"":10,""Cast"":52,""Clip"":35,""Concat"":52,""Constant"":538,""ConstantOfShape"":52,""Conv"":52,""Flatten"":1,""Gemm"":1,""GlobalAveragePool"":1,""Pad"":52,""Reshape"":104,""Slice"":52,""Transpose"":52},""opset"":{""ai.onnx"":17},""output_shapes"":{""logits"":[""Gemmlogits_dim_0"",1001]}}",2026-08-08 15:32:00.318173-04
50ce0b279fc603f8,122,25530472,none,unknown,"{""activation_fns"":[""Relu""],""attention_variant"":""none"",""dtype_histogram"":{""float"":108},""hidden_size"":null,""input_shapes"":{""pixel_values"":[1,3,224,224]},""kv_cache_layout"":null,""n_heads"":null,""n_initializers"":108,""n_kv_heads"":null,""n_layers"":null,""n_nodes"":122,""n_parameters"":25530472,""norm_type"":""unknown"",""op_histogram"":{""Add"":16,""Conv"":53,""Flatten"":1,""Gemm"":1,""GlobalAveragePool"":1,""MaxPool"":1,""Relu"":49},""opset"":{""ai.onnx"":17},""output_shapes"":{""logits"":[1,1000]}}",2026-08-08 15:32:00.3192-04
1cae92ed03e234dd,343,28589128,none,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""none"",""dtype_histogram"":{""float"":182},""hidden_size"":null,""input_shapes"":{""pixel_values"":[1,3,224,224]},""kv_cache_layout"":null,""n_heads"":null,""n_initializers"":182,""n_kv_heads"":null,""n_layers"":null,""n_nodes"":343,""n_parameters"":28589128,""norm_type"":""layernorm"",""op_histogram"":{""Add"":72,""Constant"":54,""Conv"":22,""Div"":18,""Erf"":18,""Gemm"":1,""LayerNormalization"":23,""MatMul"":36,""Mul"":54,""ReduceMean"":1,""Transpose"":44},""opset"":{""ai.onnx"":17},""output_shapes"":{""logits"":[1,1000]}}",2026-08-08 15:32:00.32023-04
fd289445876445eb,632,85798656,unknown,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""unknown"",""dtype_histogram"":{""float"":198},""hidden_size"":null,""input_shapes"":{""pixel_values"":[1,3,224,224]},""kv_cache_layout"":null,""n_heads"":null,""n_initializers"":198,""n_kv_heads"":null,""n_layers"":null,""n_nodes"":632,""n_parameters"":85798656,""norm_type"":""layernorm"",""op_histogram"":{""Add"":121,""Concat"":2,""Constant"":156,""ConstantOfShape"":2,""Conv"":1,""Div"":12,""Equal"":2,""Erf"":12,""Expand"":2,""GreaterOrEqual"":1,""IsNaN"":12,""LayerNormalization"":25,""MatMul"":96,""Mul"":50,""Reshape"":49,""Shape"":1,""Slice"":1,""Softmax"":12,""Transpose"":49,""Where"":26},""opset"":{""ai.onnx"":17},""output_shapes"":{""last_hidden_state"":[1,197,768]}}",2026-08-08 15:32:00.321193-04
fe9dc0911ebe33c0,635,22050664,unknown,layernorm,"{""activation_fns"":[""Erf""],""attention_variant"":""unknown"",""dtype_histogram"":{""float"":200},""hidden_size"":null,""input_shapes"":{""pixel_values"":[1,3,224,224]},""kv_cache_layout"":null,""n_heads"":null,""n_initializers"":200,""n_kv_heads"":null,""n_layers"":null,""n_nodes"":635,""n_parameters"":22050664,""norm_type"":""layernorm"",""op_histogram"":{""Add"":121,""Concat"":2,""Constant"":157,""ConstantOfShape"":2,""Conv"":1,""Div"":12,""Equal"":2,""Erf"":12,""Expand"":2,""Gather"":1,""Gemm"":1,""GreaterOrEqual"":1,""IsNaN"":12,""LayerNormalization"":25,""MatMul"":96,""Mul"":50,""Reshape"":49,""Shape"":1,""Slice"":1,""Softmax"":12,""Transpose"":49,""Where"":26},""opset"":{""ai.onnx"":17},""output_shapes"":{""logits"":[1,1000]}}",2026-08-08 15:32:00.322178-04
